food_group_id,country,project,food_article_0,food_article_1,food_article_2,food_article_3,food_article_4,food_article_5,food_article_6,food_article_7,food_article_8,food_article_9,food_article_10,food_article_11,food_article_12,food_article_13,food_article_14,food_article_15,food_article_16,food_article_17,food_article_18,food_article_19,food_article_20,food_article_21,food_article_22,food_article_23,food_article_24,food_article_25,food_article_26,food_article_27,food_article_28,food_article_29,food_article_30,food_label_0,food_label_1,food_label_2,food_label_3,food_label_4,food_label_5,food_label_6,food_label_7,food_label_8,food_label_9,food_label_10,food_label_11,food_label_12,food_label_13,food_label_14,food_label_15,food_label_16,food_label_17,food_label_18,food_label_19,food_label_20,food_label_21,food_label_22,food_label_23,food_label_24
LDA_c2_g26,2,food,Mulled wine,Zongzi,Chili con carne,Fruit preserves,Confectionery,Conch,Gmail,Ice cream,Momordica charantia,Welsh rarebit,Matzo,Tajine,Gyro (food),Mustard (condiment),Eggplant,Haggis,American Chinese cuisine,French toast,Cheesecake,Fried chicken,Iranian cuisine,Gnocchi,Fish sauce,Goat meat,Aspic,Taco,Salami,Lutefisk,Beignet,Arrowroot,Sushi,rice,bread,beef,serve,,meat,call,cuisine,dish,cooked,cheese,dishes,,,ingredients,,served,food,preparation,cuisine by continent,pork,cuisine,food and drink by country,culture by country,cuisine by country
LDA_c5_g2,5,food,Cola,Agriculture,Herbalife Nutrition,Chocolate,Reckitt Benckiser,Red Bull,Baileys Irish Cream,Grocery store,General Mills,Cargill,The Great Atlantic & Pacific Tea Company,Canada Dry,Keurig Dr Pepper,Trader Joe's,Starbucks,Drinking straw,Jaffa Cakes,Gummy bear,Dunkin' Donuts,Diageo,Corn flakes,Meijer,Heinz,Jimmy John's,Cadbury,Hairstyle,Fanta,Doritos,Schweppes,SunTrust Banks,Ovaltine,,stores,companies by year of establishment,brands,the coca-cola company,product,soft drink,brands,market,products,united kingdom,food and drink companies by country,food product brands,business,united,,brands by company,coca-cola,,,sell,supermarket,brand,,company
LDA_c2_g32,2,food,Cayenne pepper,Couscous,Cookie,Computer Science,Tempeh,Wiener schnitzel,Ketchup,Curry,Hummus,Fried chicken,Confectionery,Béarnaise sauce,Beef,Fish sauce,Surimi,Chicago-style pizza,Butter,Bird's eye chili,Pizza,Marinara sauce,Beetroot,Eggs Benedict,Gumbo,Jerky,Pico de gallo,Sashimi,Gelato,Illicium verum,Wheat gluten (food),Vinegar,Black garlic,call,food and drink by country,serve,rice,dishes,pork,cuisine,preparation,cooked,,,beef,meat,food,cheese,bread,dish,cuisine,,served,culture by country,cuisine by country,,ingredients,cuisine by continent
LDA_c1_g1,1,food,Cucurbita,Theobroma cacao,Kumquat,Sturgeon,Fishing,Mathematical Statistics,Theobromine,Brassica oleracea,Cruciferous vegetables,Monstera deliciosa,Ambergris,Asparagus,Cumin,Lettuce,Acorn,Arctic char,Shellac,Nelumbo nucifera,Pecan,Lima bean,Phyllanthus emblica,Brassicaceae,Coconut crab,Lemon,Habanero,Muskmelon,Bombyx mori,Ginkgo biloba,Paraffin wax,Vanillin,Typha,specie,types of food,fruit,species,plant,,genus,family ,edible plants,seeds,,,flora by continent,grow,leaves,,ethnobotany,seed,flowering plant,,,plants and humans,plants,,cultivation
kmeans_augmented_c5_g2,5,food,Surimi,Urdu,Bushmeat,Yellowfin tuna,Bushmeat,Anglerfish,Dromedary,Grasshopper,Scallop,Atlantic cod,Bombyx mori,Aquaculture,Arctic char,Silkie,Geoduck,Mussel,Fishing,Sturgeon,Squid as food,Krill,Tuna,Beefalo,Snail,Mantis shrimp,Carp,Squid,Coconut crab,Japanese spider crab,Atlantic salmon,Scallop,Anchovy,,fisheries,fry,seafood,animal-based seafood,vegetable,cake,,atlantic ocean,fish,waters,crustacean,primary industries,soup,fishing industry,,fishing,mollusc,females,fishing,species,sea,,,salt
kmeans_plain_c3_g13,3,food,Eucharist,Bellini (cocktail),Irish coffee,Tanqueray,Juniper berry,Negroni,Absinthe,Shot glass,Computer Science,Microbrewery,Cider,United Spirits,Lemonade,Moonshine,Kvass,Oktoberfest,Amaretto,Pilsner,Alcohol by volume,Reinheitsgebot,Tequila Sunrise (cocktail),Apéritif and digestif,Margarita,Merlot,Ceres (mythology),Hops,Single malt whisky,Absolut Vodka,Malt liquor,Mai Tai,Jim Beam,,alcohol,wines,wine,brewery,bottle,new york,beer,beers,alcoholic drinks by country,grapes,take,cocktail,fermented drinks,,episode,place,,wine,produced,,describe,alcohol,alcoholic drinks,alcoholic beverage
kmeans_augmented_c1_g27,1,food,Buffalo wing,Paprika,Izakaya,Iranian cuisine,Tandoori chicken,Polish cuisine,Fish and chips,Pasty,Pizza,Baked Alaska,Danish cuisine,Breakfast,Zongzi,French cuisine,Head cheese,Century egg,Wedding cake,Poultry,Panini (sandwich),Fudge,Urdu,Samovar,Dog meat,Ethiopian cuisine,Japanese curry,Beef aging,Balut (food),Beef bourguignon,Tempeh,American Chinese cuisine,Spanish cuisine,cuisine,,beef,cheese,preparation,cuisine,traditional,sugar,dishes,served,range,cooked,pork,abalone,occur,culture by country,bread,meat,salmon,food and drink by country,dish,cuisine by country,cuisine by region,sea,
LDA_c5_g10,5,food,Cadbury,Kit Kat,Crystal Pepsi,The Hershey Company,Campbell Soup Company,SunTrust Banks,New Coke,Frappuccino,Wegmans,Whole Foods Market,Krispy Kreme,Dole Food Company,Quality Street (confectionery),Agriculture,Unilever,Pepsi,Canada Dry,Gatorade,Ovaltine,Anheuser-Busch InBev,Coffee percolator,Morrisons,Earbuds,Cadbury Creme Egg,Snickers,Arnold Palmer (drink),Meijer,Cheddar cheese,H-E-B,Darden Restaurants,San Miguel Corporation,,,market,brand,stores,,product,supermarket,food and drink companies by country,business,united,,brands,,food product brands,products,sell,brands by company,soft drink,company,the coca-cola company,united kingdom,coca-cola,companies by year of establishment,brands
LDA_c6_g18,6,food,Naruto,Vitamin E,Fructose,Malbec,Lactose intolerance,Lutein,Quorn,Golden rice,Alcohol intoxication,Beefalo,Saccharomyces cerevisiae,Nutrition,Kombucha,Seafood,Freeze-drying,Genetically modified crops,Cultured meat,Galactose,Chewing gum,Tannin,Aquaculture,Orange juice,Domestic pig,Goat,Ethyl acetate,Glucose,Fermentation,Golden syrup,Mannitol,Sparkling wine,Almond milk,studies,carbohydrate,,branches of biology,wine,diet,,vineyards,produce,protein,effects,,food,grapes,increased,levels,water,nutrition,organic compound,food and drink,proteins,use,health,food politics,high
kmeans_plain_c5_g5,5,food,Cupcake,Marmalade,Pickled cucumber,Casu marzu,Taco,Easter egg,Urdu,Iranian cuisine,Pasty,Nachos,Burrito,Glutinous rice,Tea in the United Kingdom,Chateaubriand steak,Spaghetti,Nathan's Hot Dog Eating Contest,Poi (food),Turkish cuisine,Peking duck,Ramen,Chinese cuisine,Cuban sandwich,Pancake,Soy sauce,Jerky,Beef bourguignon,Lasagne,HP Sauce,Egg foo young,Buffalo wing,Falafel,salmon,cheese,meat,pork,food and drink by country,sea,,culture by country,,range,abalone,served,preparation,occur,cuisine by country,cooked,sugar,beef,cuisine by region,traditional,cuisine,cuisine,dish,bread,dishes
kmeans_plain_c3_g18,3,food,Crown Royal,Malt liquor,Tanqueray,Wassail,Jim Beam,Pinot gris,Apéritif and digestif,Cosmopolitan (cocktail),White Russian (cocktail),Jack Daniel's,Caesar (cocktail),Ceres (mythology),Vodka,Barrel,Vermouth,Apple cider,Sake,Sauvignon blanc,Bordeaux wine,Bar,Negroni,Slivovitz,Chardonnay,Pale ale,Cognac,Aperol,Blush,Brandy,Amaro (liqueur),Eucharist,Burgundy wine,alcoholic drinks by country,alcohol,take,,wines,describe,,wine,beer,new york,brewery,alcoholic drinks,beers,episode,place,wine,grapes,fermented drinks,bottle,alcoholic beverage,alcohol,cocktail,,,produced
kmeans_plain_c6_g17,6,food,Radish,Cucumber,Quince,Vegetable,Pear,Sesame,Cymbopogon,Blush,Amaranth,Agave,Spice,Curry tree,Persimmon,Berry,Meyer lemon,Silphium,Blue Java banana,Banana,Phytophthora infestans,Anthocyanin,Soursop,History of tea,Cumin,Vanilla,New Mexico chile,Pomelo,Argan oil,Tomato,Okra,Phyllanthus emblica,Sumac,preparation,flowers,types of food,flora by continent,seeds,fruit,plants and humans,,cultivar,,edible plants,cultivars,cooking,cultivation,flowering plant,plants,potato,tree,plant,dessert,leaves,genus,version,,plant products
kmeans_plain_c1_g18,1,food,Pizza Hut,7-Eleven,Burger King,Hungry Jack's,Chuck E. Cheese's,History of KFC,The Coca-Cola Company,Crystal Pepsi,Tyson Foods,"Mars, Incorporated",Nestlé,Monster Energy,Computer Science,Supermarket,Safeway Inc.,History of McDonald's,Horlicks,Big Mac Index,Carl's Jr.,Snickers,Jollibee,Big Mac,General Mills,Billy Mitchell (video game player),Irn-Bru,Aunt Jemima,Frappuccino,Benihana,Corn flakes,Breakfast cereal,Gummy bear,operations,the coca-cola company,fast food,brands,chain,marketing,united,soft drink,white,early,food product brands,locations,company,juice,cultivate,brand,united states,brands,united kingdom,establishments in the united states by year,food and drink companies by year of establishment,green,stores,,companies by industry and year of establishment
kmeans_plain_c6_g1,6,food,Amaranth,Strawberry,Lepidium meyenii,Vicia faba,Morchella,Rhubarb,Guava,Taraxacum,Curry tree,Blackcurrant,Lentil,Pomelo,Parsley,Phytophthora infestans,Basil,Beetroot,Cassava,Kiwifruit,Moringa oleifera,Chickpea,Brassicaceae,Phaseolus vulgaris,Broccoli,Dill,Ginger,Parsnip,Cherimoya,Pitaya,Orchidaceae,Blush,Citrus,,cultivars,seeds,fruit,cultivation,preparation,,flora by continent,plants,cultivar,flowers,plants and humans,cooking,flowering plant,potato,plant,version,genus,edible plants,leaves,,tree,plant products,types of food,dessert
kmeans_augmented_c1_g45,1,food,Gnocchi,Beef,American cheese,Porridge,Mathematical Statistics,Worcestershire sauce,Cheese,Danish cuisine,Poblano,Balut (food),Paella,Crêpe,Fish sauce,Smörgåsbord,Casu marzu,Taco,Beef aging,Japanese cuisine,Babka (cake),Mince pie,Biscuit,Pork roll,Panini (sandwich),Mozzarella,Iranian cuisine,Yolk,Dessert,Cuban sandwich,Latte,French fries,Egg foo young,,abalone,sea,traditional,cuisine by country,range,cheese,dishes,beef,culture by country,sugar,preparation,cooked,bread,dish,pork,cuisine,salmon,cuisine,served,meat,cuisine by region,food and drink by country,,occur
kmeans_augmented_c5_g6,5,food,Hagfish,Cod,Aquaculture,Haddock,Bass (fish),Rainbow trout,Crab,Seaweed,Beluga (sturgeon),Squid,Tilapia,Grouper,Rainbow trout,Coconut crab,Clam,Mantis shrimp,Anchovy,Bombyx mori,Ambergris,Shrimp,Beefalo,Caviar,Squid,Wild boar,Sea cucumber,Carp,Yellowfin tuna,Snakehead (fish),Naruto,Prawn,Bass (fish),crustacean,,,fish,species,vegetable,,females,fry,,waters,fishing,fisheries,atlantic ocean,animal-based seafood,sea,fishing industry,primary industries,fishing,salt,mollusc,,seafood,cake,soup
kmeans_plain_c6_g11,6,food,Spice,Acorn,Garlic,Jalapeño,Kiwifruit,Caraway,Pea,Quince,Pomelo,Legume,Black-eyed pea,Olive,Okra,Phytophthora infestans,Plant,Watermelon,Lepidium meyenii,Computer Science,Grape,Asafoetida,Phytolacca americana,Asparagus,Amaranth,Melon,Brassica,Coriander,Herb,Broccoli,Apple,Blueberry,Bitter orange,cultivar,types of food,leaves,plants and humans,seeds,flowering plant,plant products,cultivars,flowers,dessert,fruit,,plants,version,plant,,tree,cooking,potato,preparation,cultivation,edible plants,genus,flora by continent,
kmeans_augmented_c3_g26,3,food,Super Size Me,A Charlie Brown Christmas,Sainsbury's,Kraft Foods,Vending machine,Krispy Kreme,Cadbury,History of McDonald's,Unilever,Starbucks,Tyson Foods,Whole Foods Market,Convenience store,Wegmans,Coca-Cola,Subway (restaurant),History of KFC,Howard Schultz,Campbell Soup Company,Big Mac,Outback Steakhouse,Horlicks,Blush,SunTrust Banks,Mondelez International,Girl Scout Cookies,A&W Restaurants,Chick-fil-A,Knott's Berry Farm,Last meal,Frito-Lay,stores,companies by industry and year of establishment,white,chain,company,locations,united states,food product brands,united kingdom,food and drink companies by year of establishment,juice,establishments in the united states by year,operations,,green,brand,brands,fast food,marketing,cultivate,brands,early,united,the coca-cola company,soft drink
LDA_c5_g5,5,food,Mathematical Statistics,Mondelez International,Dairy,Gatorade,Canada Dry,Maggi,Kraft Foods Inc.,"Meal, Ready-to-Eat",Popcorn,Tyson Foods,Hershey Creamery Company,Quality Street (confectionery),M&M's,Ajinomoto,Thums Up,HP Sauce,Drink can,Doritos,Panera Bread,Meijer,A2 milk,"Mars, Incorporated",Crown Royal,Ovaltine,Keurig Dr Pepper,Gummy bear,Grocery store,Heinz,Darden Restaurants,Snickers,Kellogg's,food product brands,united,companies by year of establishment,,business,,brands,market,brands,soft drink,,brands by company,,product,stores,products,sell,united kingdom,supermarket,brand,,company,the coca-cola company,food and drink companies by country,coca-cola
LDA_c2_g9,2,food,Indian cuisine,Lo mein,Greek cuisine,Black garlic,Graham cracker,Ipomoea aquatica,Pico de gallo,Chorizo,Fish sauce,Eggs Benedict,Tonkotsu ramen,Brunch,Gmail,Kebab,Yuzu,Caesar salad,Sichuan pepper,Mung bean,Caesar (cocktail),Burrito,Fried chicken,Dosa,Baozi,Worcestershire sauce,Potato,Poi (food),Cast-iron cookware,American Chinese cuisine,Surimi,Pork roll,Hors d'oeuvre,cuisine by country,rice,beef,dish,food,served,call,pork,food and drink by country,preparation,cuisine,,ingredients,meat,cuisine,culture by country,,serve,cuisine by continent,cooked,bread,,cheese,dishes,
LDA_c3_g5,3,food,Benihana,Painting,Yum! Brands,Martha Stewart,Amuse-bouche,Tootsie Roll,Gordon Ramsay,Gentlemen's club,Kimbal Musk,Padma Lakshmi,History of KFC,Heart Attack Grill,Alice (TV series),B. Smith,Pizza Hut,Cheers,History of the hamburger,Chef,MasterChef Australia,Buc-ee's,Aunt Jemima,Nolan Bushnell,Fast food restaurant,Ranch,Moët & Chandon,Takeru Kobayashi,Chez Panisse,Fast food,John Hickenlooper,History of KFC,Gary Vaynerchuk,restaurants by year of establishment,year,restaurant,opened,restaurants by type,chain,new york city,restaurants by century of establishment,united states,food,location,fast food,,new,,menu,,restaurants by time,restaurants,locations,restaurants,restaurant chain,time,work,city
LDA_c6_g10,6,food,Genetic engineering,Poultry,Apple cider vinegar,Kala namak,Food preservation,Aquaculture,Food and Drug Administration,Sous-vide,Phosphoric acid,Vitamin,FODMAP,Borax,Malic acid,Livestock,Malbec,Juice,Earbuds,Sangiovese,Protease,Nutrition,Kashrut,Gluten,Gluten-free diet,Astaxanthin,Food safety,Dry ice,Sucrose,Sugar alcohol,Vitamin C,Sugar substitute,Alcohol intoxication,branches of biology,food and drink,carbohydrate,food politics,studies,,water,grapes,wine,produce,,proteins,effects,vineyards,,high,health,nutrition,protein,use,diet,food,organic compound,increased,levels
kmeans_plain_c5_g37,5,food,Fried chicken,Zongzi,Lamb and mutton,Chowder,Pemmican,Doneness,California roll,Crêpe,Turducken,Pickled cucumber,Cast-iron cookware,Potato pancake,Andouille,Mozzarella,Taco,Last Supper,Paella,Flour,Béarnaise sauce,Poi (food),Paratha,Hot dog,Vegetarianism by country,Pancake,Chateaubriand steak,Takeru Kobayashi,Yolk,Earbuds,Grits,Tea (meal),Chopsticks,cuisine by region,traditional,range,cuisine,meat,cheese,preparation,,served,dishes,cuisine,,pork,culture by country,sugar,abalone,cooked,occur,sea,cuisine by country,food and drink by country,dish,beef,bread,salmon
kmeans_augmented_c6_g35,6,food,Chili pepper,Morchella,Ackee,Momordica charantia,Cowpea,Dill,Blush,Artemisia absinthium,Hazelnut,Brassica oleracea,Lavandula,History of tea,Alfalfa,Sumac,Caper,Flax,Salvia officinalis,Parsnip,Blackcurrant,Celery,History of the potato,Fiddlehead fern,Spinach,Lycopene,Lepidium meyenii,Mandarin orange,Black tea,Kiwifruit,Carrot,Pecan,Agave,plants and humans,,plants,,fruit,cultivar,flowering plant,cultivation,version,dessert,plant,plant products,preparation,,leaves,cooking,cultivars,seeds,edible plants,potato,tree,flowers,flora by continent,types of food,genus
kmeans_augmented_c4_g5,4,food,Pint glass,Whisky,Lager,Microbrewery,Bitters,Jameson Irish Whiskey,Negroni,Demeter,Rakı,Pisco sour,Gmail,Irish coffee,Prohibition in the United States,Brix,Oktoberfest,Draught beer,Lambic,Margarita,History of beer,Slivovitz,Rioja (wine),Apéritif and digestif,Rum,Brandy,Aperol Spritz,Amarone,Diageo,Barrel,Buckfast Tonic Wine,Jack Daniel's,Vodka,take,beers,,beer,alcoholic beverage,,alcohol,brewery,wine,,alcoholic drinks,place,fermented drinks,produced,,describe,wine,alcoholic drinks by country,wines,new york,episode,cocktail,bottle,alcohol,grapes
kmeans_plain_c0_g2,0,food,Healthy diet,Water supply,Drinking straw,Environmental impact of meat production,Gelatin,Aspartic acid,Colostrum,Red meat,Carrageenan,Menthol,The China Study,Lactic acid,Smoke point,Farmer,Microwave oven,Amylase,Oil,Agar,Nutrition,Genetic engineering,Methyl salicylate,Naruto,Refrigerator,Lactose,Pectin,Gluten,Plant nutrition,Taste,Junk food,Benzaldehyde,Induction cooking,canada,food and drink,food,offer,studies,health,acid,operate,nutrition,carbohydrate,,effects,organic compound,food politics,processing,intake,beverage,,start,diet,protein,food additives,increase,health,chemical formula
kmeans_augmented_c1_g44,1,food,Ganache,Macaron,Meat,Smoking (cooking),Burns supper,Confectionery,Deep frying,Domestic pig,Arab cuisine,Tempeh,Sauerkraut,Poutine,Baking,Goat,Polish cuisine,Bubble tea,Polenta,Fettuccine Alfredo,Blush,Australian cuisine,Pumpernickel,Chicken Kiev,"Meal, Ready-to-Eat",Peruvian cuisine,Poached egg,Espresso,Doughnut,Spaghetti alla puttanesca,Cooking,Meringue,Crème fraîche,pork,cuisine,food and drink by country,preparation,,beef,cooked,served,occur,,sugar,dish,meat,range,culture by country,cuisine,cheese,sea,bread,cuisine by country,dishes,abalone,traditional,salmon,cuisine by region
LDA_c0_g2,0,food,Mince pie,Treacle,Assam tea,Spam (food),Marmalade,Tea,Darjeeling tea,Bubble tea,Paddy field,Black tea,Clotted cream,Marmalade,Bovril,Pemmican,Bovril,Bento,Macaron,Tea in the United Kingdom,Braces,Samovar,Soul food,Betty Crocker,Wedding cake,Chicken Kiev,Pasty,Dog meat,Hardtack,Japanese tea ceremony,Green tea,Matcha,History of tea,,handbooks and manuals by subject,cookbook,chinese,tea,,book,books about food and drink,,,cookery,,cookbooks,recipe,food,camellia sinensis,published,english,recipes,cookery book,,edition,british cuisine,elizabeth david,books by type
kmeans_plain_c5_g17,5,food,Capocollo,Paella,Painting,Idli,Bain-marie,Kimchi,Smoking (cooking),Danish cuisine,Australian cuisine,Bacon,Oven,Arepa,Egg foo young,Tajine,Air fryer,Pico de gallo,Boiled egg,Hollandaise sauce,Nathan's Hot Dog Eating Contest,Stir frying,Porridge,Smörgåsbord,Hot dog,Last Supper,Hamburger,Tapas,Gratin,Fondue,Mediterranean cuisine,Cookie,French cuisine,bread,meat,preparation,cooked,,cuisine,culture by country,cuisine by region,cuisine by country,occur,range,cheese,abalone,traditional,,beef,sugar,cuisine,sea,salmon,food and drink by country,dish,dishes,pork,served
LDA_c5_g4,5,food,A2 milk,San Miguel Corporation,M&M's,Chocolate,Publix,Quaker Oats Company,Coca-Cola formula,Restaurant Brands International,Gmail,Morrisons,7 Up,Quality Street (confectionery),Panera Bread,United Spirits,Coca-Cola Enterprises,Foodpanda,Agriculture,Lemonade,New Coke,Granola,Sainsbury's,Supermarket,Kit Kat,Condensed milk,H-E-B,San Miguel Corporation,Jimmy John's,Amul,Stop & Shop,Fanta,Kellogg's,brands,products,sell,supermarket,food product brands,united kingdom,,,product,brands by company,,brands,company,united,stores,brand,coca-cola,,soft drink,,business,the coca-cola company,food and drink companies by country,market,companies by year of establishment
LDA_c5_g20,5,food,Maple syrup,Starbucks,Naruto,Jell-O,Chocolate,American cheese,Keurig Dr Pepper,Maggi,H-E-B,Corn flakes,SunTrust Banks,Drink can,Swedish Fish,Yakult,Sainsbury's,New Coke,Campbell Soup Company,Snickers,Darden Restaurants,Beyond Meat,"Mars, Incorporated",Cargill,United Spirits,Canada Dry,Quaker Oats Company,General Mills,Lipton,Condensed milk,Asda,Irn-Bru,Vegemite,products,,the coca-cola company,food and drink companies by country,sell,product,market,supermarket,,,brand,brands,brands by company,soft drink,,companies by year of establishment,,company,stores,united,united kingdom,food product brands,business,brands,coca-cola
